00,0.00,0.1063,5.9908,0.036,-0.003
110303,1,-3.00,0.00,0.00,0.00,0.00,0.00,0.1063,5.9908,0.036,-0.003
110353,1,-3.00,0.00,0.00,0.00,0.00,0.00,0.1063,5.9908,0.036,-0.003
110403,1,-3.00,0.00,0.00,0.00,0.00,0.00,0.1063,5.9908,0.036,-0.003
110453,1,-3.00,0.00,0.00,0.00,0.00,0.00,0.1063,5.9908,0.036,-0.003
110503,1,-3.00,0.00,0.00,0.00,0.00,0.00,0.1063,5.9908,0.036,-0.002
110553,1,-3.00,0.00,0.00,0.00,0.00,0.00,0.1063,5.9908,0.036,-0.003
110603,1,-3.00,0.00,0.00,0.00,0.00,0.00,0.1063,5.9908,0.036,-0.003
110653,1,-3.00,0.00,0.00,0.00,0.00,0.00,0.1063,5.9908,0.036,-0.003
110703,1,-3.00,0.00,0.00,0.00,0.00,0.00,0.1063,5.9908,0.036,-0.003
110753,1,-3.00,0.00,0.00,0.00,0.00,0.00,0.1063,5.9908,0.036,-0.002
110803,1,-3.00,0.00,0.00,0.00,0.00,0.00,0.1063,5.9908,0.036,-0.003
110853,1,-3.00,0.00,0.00,0.00,0.00,0.00,0.1063,5.9908,0.036,-0.003
110903,1,-3.00,0.00,0.00,0.00,0.00,0.00,0.1063,5.9908,0.036,-0.003
110953,1,-3.00,0.00,0.00,0.00,0.00,0.00,0.1063,5.9908,0.036,-0.003
111003,1,-3.00,0.00,0.00,0.00,0.00,0.00,0.1063,5.9908,0.036,-0.003
111053,1,-3.00,0.00,0.00,0.00,0.00,0.00,0.1063,5.9908,0.036,-0.003
111103,1,-3.00,0.00,0.00,0.00,0.00,0.00,0.1063,5.9908,0.036,-0.003
111153,1,-3.00,0.00,0.00,0.00,0.00,0.00,0.1063,5.9908,0.036,-0.003
111203,1,-3.00,0.00,0.00,0.00,0.00,0.00,0.1063,5.9908,0.036,-0.003
111253,1,-3.00,0.00,0.00,0.00,0.00,0.00,0.1063,5.9908,0.035,-0.003
111303,1,-3.00,0.00,0.00,0.00,0.00,0.00,0.1063,5.9908,0.035,-0.003
111353,1,-3.00,0.00,0.00,0.00,0.00,0.00,0.1063,5.9908,0.036,-0.003
111403,1,-3.00,0.00,0.00,0.00,0.00,0.00,0.1063,5.9908,0.036,-0.003
111453,1,-3.00,0.00,0.00,0.00,0.00,0.00,0.1063,5.9908,0.036,-0.003
111503,1,-3.00,0.00,0.00,0.00,0.00,0.00,0.1063,5.9908,0.036,-0.003
111553,1,-3.00,0.00,0.00,0.00,0.00,0.00,0.1063,5.9908,0.036,-0.003
111603,1,-3.00,0.00,0.00,0.00,0.00,0.00,0.1063,5.9908,0.036,-0.003
111653,1,-3.00,0.00,0.00,0.00,0.00,0.00,0.1063,5.9908,0.036,-0.003
111703,1,-3.00,0.00,0.00,0.00,0.00,0.00,0.1063,5.9908,0.036,-0.003
111753,1,-3.00,0.00,0.00,0.00,0.00,0.00,0.1063,5.9908,0.036,-0.003
111803,1,-3.00,0.00,0.00,0.00,0.00,0.00,0.1063,5.9908,0.036,-0.003
111853,1,-3.00,0.00,0.00,0.00,0.00,0.00,0.1063,5.9908,0.036,-0.002
111903,1,-3.00,0.00,0.00,0.00,0.00,0.00,0.1063,5.9908,0.036,-0.003
111953,1,-3.00,0.00,0.00,0.00,0.00,0.00,0.1063,5.9908,0.036,-0.003
112003,1,-3.00,0.00,0.00,0.00,0.00,0.00,0.1063,5.9908,0.036,-0.003
112053,1,-3.00,0.00,0.00,0.00,0.00,0.00,0.1063,5.9908,0.036,-0.003
112103,1,-3.00,0.00,0.00,0.00,0.00,0.00,0.1063,5.9908,0.036,-0.003
112153,1,-3.00,0.00,0.00,0.00,0.00,0.00,0.1063,5.9908,0.036,-0.003
