0,0.00,0.8239,5.9635,-0.029,-0.035
204653,1,0.00,0.00,0.03,0.00,0.00,0.00,0.8239,5.9635,-0.028,-0.035
204703,1,0.00,0.00,0.03,0.00,0.00,0.00,0.8239,5.9635,-0.028,-0.035
204753,1,0.00,0.00,0.03,0.00,0.00,0.00,0.8239,5.9635,-0.029,-0.035
204803,1,0.00,0.00,0.03,0.00,0.00,0.00,0.8239,5.9637,-0.029,-0.036
204853,1,0.00,0.00,0.03,0.00,0.00,0.00,0.8239,5.9637,-0.028,-0.036
204903,1,0.00,0.00,0.03,0.00,0.00,0.00,0.8239,5.9637,-0.028,-0.036
204953,1,0.00,0.00,0.03,0.00,0.00,0.00,0.8244,5.9637,-0.031,-0.036
205003,1,0.00,0.00,0.03,0.00,0.64,0.00,0.8246,5.9637,-0.035,-0.035
205053,1,0.00,0.00,0.03,0.00,0.00,0.00,0.8254,5.9637,-0.035,-0.035
205103,1,0.00,0.00,0.03,0.00,0.00,0.00,0.8242,5.9637,-0.030,-0.036
205153,1,0.00,0.00,0.03,0.00,0.00,0.00,0.8242,5.9637,-0.032,-0.035
205203,1,1.00,0.00,-0.15,0.00,0.00,0.00,0.8240,5.9637,-0.031,-0.036
205253,1,0.00,0.00,0.02,0.00,0.00,0.00,0.8240,5.9637,-0.032,-0.035
205303,1,0.00,0.00,0.02,0.00,0.00,0.00,0.8240,5.9637,-0.032,-0.036
205353,1,0.00,0.00,0.02,0.00,0.00,0.00,0.8240,5.9637,-0.032,-0.035
205403,1,0.00,0.00,0.02,0.00,0.00,0.00,0.8242,5.9637,-0.033,-0.036
205453,1,0.00,0.00,0.02,0.00,0.00,0.00,0.8254,5.9637,-0.037,-0.036
205503,1,0.00,0.00,0.02,0.00,-0.79,0.00,0.8258,5.9637,-0.038,-0.036
205553,1,0.00,0.00,0.02,0.00,0.06,0.00,0.8231,5.9637,-0.029,-0.036
205603,1,0.00,0.00,0.03,0.00,0.00,0.00,0.8227,5.9637,-0.029,-0.036
205653,1,0.00,0.00,0.02,0.00,0.00,0.00,0.8227,5.9637,-0.028,-0.036
205703,1,0.00,0.00,0.02,0.00,0.00,0.00,0.8239,5.9637,-0.033,-0.035
205753,1,0.00,0.00,0.02,0.00,0.00,0.00,0.8239,5.9637,-0.033,-0.036
205803,1,0.00,0.00,0.02,0.00,0.00,0.00,0.8219,5.9637,-0.026,-0.035
205853,1,0.00,0.00,0.02,0.00,0.03,0.00,0.8206,5.9637,-0.021,-0.036
205903,1,0.00,0.00,0.02,0.00,0.00,0.00,0.8198,5.9637,-0.018,-0.035
205953,1,1.00,0.00,-0.15,0.00,0.18,0.00,0.8223,5.9637,-0.030,-0.035
206003,1,1.00,0.00,-0.15,0.00,0.18,0.00,0.8223,5.9637,-0.030,-0.035
206053,1,1.00,0.00,-0.15,0.00,-0.52,0.00,0.8248,5.9637,-0.038,-0.036
206103,1,0.00,0.00,0.02,0.00,-1.71,0.00,0.8198,5.9637,-0.020,-0.036
206153,1,0.00,0.00,0.01,0.00,1.37,0.00,0.8164,5.9637,-0.014,-0.036
206203,1,1.00,-1.00,-0.16,-0.14,0.00,0.00,0.8175,5.9637,-0.016,-0.036
206253,1,-2.00,-1.00,0.34,-0.14,0.00,0.00,0.8162,5.9637,-0.007,-0.039
206303,1,-2.00,-1.00,0.34,-0.14,0.00,0.00,0.8160,5.9635,-0.003,-0.040
206353,1,-2.00,-1.00,0.35,-0.14,0.00,0.00,0.8160,5.9635,0.002,-0.042
206403,1,-2.00,-1.00,0.36,-0.14,-1.16,0.00,0.8148,5.9630,0.019,-0.043
206453,1,-2.00,-1.00,0.36,-0.14,-1.16,0.00,0.8148,5.9630,0.019,-0.043
206503,1,-1.00,-1.00,0.20,-0.14,0.00,0.00,0.8179,5.9622,0.015,-0.045
206553,1,-3.00,0.00,0.54,0.00,-0.06,-0.70,0.8185,5.9618,0.015,-0.042
206603,1,-4.00,-1.00,0.71,-0.14,0.34,0.00,0.8202,5.9618,0.018,-0.045
206653,1,-4.00,-1.00,0.71,-0.14,-0.03,0.00,0.8212,5.9616,0.027,-0.047
206703,1,-3.00,-2.00,0.55,-0.28,1.10,0.00,0.8246,5.9610,0.030,-0.047
