156903,1,-38.00,1.00,6.18,0.00,6.26,0.00,5.1753,5.9357,0.030,-0.013
156953,1,-38.00,-1.00,7.63,0.00,7.54,0.00,5.2238,5.9357,0.051,-0.013
157003,1,-39.00,-1.00,7.76,0.00,8.36,0.00,5.2539,5.9357,0.040,-0.013
157053,1,-41.00,0.00,7.98,0.00,6.74,0.00,5.2811,5.9357,0.045,-0.013
157103,1,-35.00,1.00,7.86,0.00,8.21,0.00,5.3154,5.9357,0.041,-0.012
157153,1,-32.00,0.00,7.30,0.00,8.24,0.00,5.3706,5.9357,0.027,-0.014
157203,1,-24.00,2.00,5.93,0.00,6.56,0.00,5.4268,5.9357,0.013,-0.013
157253,1,-20.00,3.00,5.19,0.00,6.50,0.00,5.4473,5.9357,0.012,-0.013
157303,1,-16.00,3.00,3.97,0.35,4.21,1.50,5.4824,5.9359,0.009,-0.011
157353,1,-15.00,3.00,3.62,0.38,3.23,1.77,5.4953,5.9365,0.015,-0.010
157403,1,-20.00,3.00,3.80,0.40,3.30,-0.06,5.5206,5.9409,0.021,-0.013
157453,1,-27.00,0.00,4.50,0.00,2.84,-0.03,5.5334,5.9423,0.026,-0.013
157503,1,-35.00,-1.00,5.57,0.00,5.22,-0.03,5.5482,5.9426,0.027,-0.015
157553,1,-51.00,-6.00,8.21,-0.44,6.20,0.00,5.5898,5.9426,0.041,-0.015
157603,1,-59.00,-7.00,9.71,-0.66,8.42,0.00,5.6178,5.9426,0.041,-0.022
157653,1,-68.00,-10.00,12.09,-1.10,11.78,0.00,5.6893,5.9413,0.047,-0.038
157703,1,-71.00,-10.00,12.99,-1.22,13.31,-1.25,5.7323,5.9394,0.039,-0.042
157753,1,-72.00,-9.00,14.00,-1.28,14.34,-0.24,5.8303,5.9321,0.027,-0.050
157803,1,-69.00,-8.00,13.95,-1.21,12.73,-1.77,5.8771,5.9286,0.040,-0.050
157853,1,-62.00,-4.00,13.15,-0.86,14.19,-0.70,5.9818,5.9204,0.030,-0.051
157903,1,-56.00,-1.00,12.39,-0.57,12.63,-1.01,6.0354,5.9169,0.020,-0.053
157953,1,-42.00,3.00,10.15,0.00,11.66,0.00,6.1181,5.9150,0.021,-0.050
158003,1,-34.00,7.00,8.83,0.43,8.21,0.00,6.1526,5.9150,0.031,-0.050
158053,1,-30.00,8.00,7.72,0.71,8.30,0.00,6.1827,5.9150,0.036,-0.043
158103,1,-26.00,8.00,6.16,0.97,6.96,0.00,6.2178,5.9150,0.025,-0.032
158153,1,-26.00,7.00,5.82,0.97,6.04,-0.03,6.2707,5.9194,0.028,-0.020
158203,1,-29.00,7.00,5.86,0.98,5.55,1.16,0.0101,5.9219,0.020,-0.020
158253,1,-34.00,4.00,6.35,0.78,5.80,0.43,0.0490,5.9277,0.035,-0.015
158303,1,-36.00,4.00,6.74,0.69,6.26,-0.06,0.0720,5.9302,0.031,-0.013
158353,1,-42.00,-2.00,7.78,0.00,7.32,0.18,0.1209,5.9336,0.033,-0.013
158403,1,-47.00,-2.00,8.49,0.00,8.18,0.00,0.1477,5.9340,0.031,-0.014
158453,1,-50.00,-5.00,9.43,-0.42,8.94,0.00,0.2083,5.9340,0.038,-0.013
158503,1,-52.00,-5.00,9.87,-0.53,9.25,0.00,0.2386,5.9340,0.047,-0.020
158553,1,-53.00,-4.00,10.35,-0.58,9.55,0.00,0.3092,5.9340,0.045,-0.034
158603,1,-54.00,-4.00,10.58,-0.57,10.62,0.00,0.3437,5.9329,0.048,-0.038
158653,1,-44.00,-3.00,9.72,-0.51,10.77,-1.40,0.4225,5.9302,0.028,-0.041
158703,1,-38.00,-1.00,9.72,-0.51,10.77,-1.40,0.4225,5.9302,0.028,-0.041
158753,1,-25.00,1.00,7.01,0.00,7.63,0.00,0.5205,5.9275,0.029,-0.048
158803,1,-20.00,3.00,5.83,0.00,6.50,0.00,0.5449,5.9273,0.029,-0.046
158853,1,-5.00,5.00,3.10,0.48,3.81,0.00,0.5838,5.9273,0.024,-0.041
158903,1,1.00,6.00,1.80,0.63,2.87,0.00,0.5959,5.9273,0.018,-0.034
158953,1,14.00,7.00,-0.91,0.82,0.00,0.00,0.6053,5.9290,0.005,-0.022
159003,1,17.00,6.00,-1.94,0.83,0.03,0.89,0.6035,5.9306,-0.002,-0.016
159053,1,18.00,7.00,-2.62,0.89,-0.85,0.24,0.6009,5.9323,-0.018,-0.014
159103,1,16.00,5.00,-3.08,0.83,-3.30,1.22,0.5846,5.9384,-0.027,-0.013
159153,1,15.00,5.00,-3.08,0.83,-3.30,1.22,0.5846,5.9384,-0.027,-0.013
159203,1,9.00,2.00,-2.50,0.55,-2.44,-0.03,0.5489,5.9469,-0.018,-0.012
159253,1,5.00,1.00,-1.93,0.38,-1.28,-0.03,0.5414,5.9488,-0.022,-0.013
159303,1,-1.00,-1.00,-0.76,0.00,-0.58,0.00,0.5318,5.9501,-0.029,-0.013
159353,1,-3.00,-2.00,0.00,0.00,-1.01,0.00,0.5289,5.9501,-0.027,-0.013
159403,1,-6.00,-3.00,0.69,-0.31,0.00,0.00,0.5282,5.9501,-0.025,-0.013
159453,1,-7.00,-3.00,0.97,-0.35,0.00,0.00,0.5282,5.9501,-0.015,-0.019
159503,1,-6.00,-3.00,1.18,-0.40,0.82,0.00,0.5316,5.9501,-0.001,-0.028
159553,1,-6.00,-3.00,1.20,-0.41,0.18,0.00,0.5341,5.9501,0.007,-0.033
159603,1,-5.00,-4.00,1.13,-0.47,0.18,0.00,0.5341,5.9501,0.007,-0.033
159653,1,-6.00,-3.00,1.18,-0.45,0.49,-1.53,0.5435,5.9478,0.018,-0.040
159703,1,-5.00,-3.00,1.13,-0.44,1.31,-1.56,0.5468,5.9469,0.025,-0.044
159753,1,-1.00,-3.00,0.65,-0.39,0.98,-1.31,0.5527,5.9449,0.025,-0.045
159803,1,-1.00,-1.00,0.00,-0.29,-0.06,-1.40,0.5550,5.9438,0.027,-0.045
159853,1,0.00,-1.00,0.00,0.00,0.00,0.03,0.5562,5.9421,0.022,-0.049
159903,1,-2.00,0.00,0.00,0.00,0.00,0.00,0.5562,5.9419,0.022,-0.048
159953,1,1.00,1.00,0.00,0.00,0.00,0.00,0.5562,5.9419,0.022,-0.048
160003,1,1.00,1.00,0.00,0.00,0.00,0.00,0.5562,5.9419,0.023,-0.048
160053,1,3.00,0.00,0.00,0.00,0.00,0.00,0.5562,5.9419,0.022,-0.048
160103,1,3.00,0.00,0.00,0.00,0.00,0.00,0.5562,5.9419,0.022,-0.049
160153,1,3.00,0.00,0.00,0.00,0.00,0.00,0.5562,5.9419,0.022,-0.049
160203,1,3.00,0.00,0.00,0.00,0.00,0.00,0.5562,5.9419,0.022,-0.048
160253,1,3.00,0.00,0.00,0.00,0.00,0.00,0.5562,5.9419,0.022,-0.048
160303,1,3.00,0.00,0.00,0.00,0.00,0.00,0.5562,5.9419,0.022,-0.048
160353,1,3.00,0.00,0.00,0.00,0.00,0.00,0.5562,5.9419,0.022,-0.048
160403,1,3.00,0.00,0.00,0.00,0.00,0.00,0.5562,5.9419,0.022,-0.048
160453,1,2.00,1.00,0.00,0.00,0.00,0.00,0.5562,5.9419,0.023,-0.048
160503,1,3.00,0.00,0.00,0.00,0.00,0.00,0.5562,5.9419,0.022,-0.048
160553,1,3.00,0.00,0.00,0.00,0.00,0.00,0.5562,5.9419,0.022,-0.048
160603,1,3.00,0.00,0.00,0.00,0.00,0.00,0.5562,5.9419,0.023,-0.048
160653,1,3.00,0.00,0.00,0.00,0.00,0.00,0.5562,5.9419,0.022,-0.048
160703,1,3.00,0.00,0.00,0.00,0.00,0.00,0.5562,5.9419,0.023,-0.048
160753,1,3.00,0.00,0.00,0.00,0.00,0.00,0.5562,5.9419,0.022,-0.049
160803,1,2.00,1.00,0.00,0.00,0.00,0.00,0.5562,5.9419,0.023,-0.048
160853,1,2.00,1.00,0.00,0.00,0.00,0.00,0.5562,5.9419,0.022,-0.048
160903,1,2.00,1.00,0.00,0.00,0.00,0.00,0.5562,5.9419,0.022,-0.048
160953,1,3.00,0.00,0.00,0.00,0.00,0.00,0.5562,5.9419,0.022,-0.048
161003,1,3.00,0.00,0.00,0.00,-3.30,0.00,0.5556,5.9419,0.031,-0.048
161053,1,3.00,0.00,0.00,0.00,-0.06,0.00,0.5560,5.9415,0.022,-0.047
161103,1,3.00,2.00,0.00,0.00,1.34,0.00,0.5564,5.9415,0.018,-0.046
161153,1,13.00,3.00,-1.72,0.00,-0.73,0.00,0.5556,5.9415,0.010,-0.047
161203,1,18.00,1.00,-2.51,0.00,-0.43,0.00,0.5529,5.9415,-0.004,-0.046
161253,1,22.00,3.00,-3.30,0.30,-2.47,0.00,0.5474,5.9415,-0.016,-0.046
161303,1,27.00,2.00,-4.63,0.35,-4.03,0.00,0.5268,5.9415,-0.036,-0.037
161353,1,30.00,2.00,-5.24,0.32,-4.46,0.00,0.5121,5.9415,-0.043,-0.032
161403,1,31.00,2.00,-5.67,0.31,-5.37,0.00,0.4912,5.9415,-0.040,-0.028
161453,1,33.00,4.00,-6.09,0.41,-5.83,0.00,0.4528,5.9430,-0.040,-0.026
161503,1,31.00,2.00,-6.31,0.39,-6.26,0.00,0.4039,5.9446,-0.026,-0.020
